timestamp(ms),solenoid_commanded,analog value (1-1024) (raw),
"104.357","213",,
"104.36",,"554",
"104.364","213",,
"104.367",,"555",
"104.37","213",,
"104.373",,"555",
"104.376","213",,
"104.379",,"556",
"104.382","213",,
"104.385",,"557",
"104.388","213",,
"104.391",,"557",
"104.394","213",,
"104.397",,"558",
"104.4","213",,
"104.403",,"558",
"104.407","214",,
"104.411",,"558",
"104.413","214",,
"104.417",,"559",
"104.419","214",,
"104.423",,"559",
"104.425","214",,
"104.429",,"557",
"104.431","214",,
"104.435",,"554",
"104.437","214",,
"104.441",,"552",
"104.443","214",,
"104.448",,"553",
"104.451","214",,
"104.454",,"554",
"104.457","214",,
"104.46",,"554",
"104.463","214",,
"104.466",,"555",
"104.469","215",,
"104.472",,"555",
"104.475","215",,
"104.478",,"556",
"104.481","215",,
"104.484",,"557",
"104.487","215",,
"104.491",,"557",
"104.494","215",,
"104.497",,"558",
"104.5","215",,
"104.503",,"558",
"104.506","215",,
"104.509",,"559",
"104.512","215",,
"104.516",,"559",
"104.518","215",,
"104.522",,"560",
"104.524","215",,
"104.528",,"560",
"104.53","216",,
"104.535",,"557",
"104.537","216",,
"104.541",,"555",
"104.543","216",,
"104.547",,"554",
"104.549","216",,
"104.553",,"554",
"104.556","216",,
"104.559",,"555",
"104.562","216",,
"104.565",,"555",
"104.568","216",,
"104.571",,"556",
"104.574","216",,
"104.578",,"556",
"104.581","216",,
"104.584",,"557",
"104.587","216",,
"104.59",,"557",
"104.593","217",,
"104.596",,"558",
"104.599","217",,
"104.602",,"559",
"104.605","217",,
"104.608",,"560",
"104.611","217",,
"104.614",,"560",
"104.617","217",,
"104.622",,"560",
"104.624","217",,
"104.628",,"561",
"104.63","217",,
"104.634",,"560",
"104.636","217",,
"104.64",,"557",
"104.642","217",,
"104.646",,"555",
"104.648","217",,
"104.652",,"555",
"104.654","218",,
"104.658",,"555",
"104.662","218",,
"104.665",,"556",
"104.668","218",,
"104.671",,"557",
"104.674","218",,
"104.677",,"557",
"104.68","218",,
"104.683",,"558",
"104.686","218",,
"104.689",,"558",
"104.692","218",,
"104.695",,"559",
"104.698","218",,
"104.701",,"559",
"104.705","218",,
"104.708",,"560",
"104.711","218",,
"104.714",,"560",
"104.717","219",,
"104.72",,"561",
"104.723","219",,
"104.727",,"561",
"104.729","219",,
"104.733",,"562",
"104.735","219",,
"104.739",,"561",
"104.741","219",,
"104.745",,"558",
"104.748","219",,
"104.752",,"556",
"104.754","219",,
"104.758",,"556",
"104.761","219",,
"104.764",,"557",
"104.767","219",,
"104.77",,"557",
"104.773","219",,
"104.776",,"558",
"104.779","220",,
"104.782",,"558",
"104.785","220",,
"104.788",,"559",
"104.792","220",,
"104.795",,"559",
"104.798","220",,
"104.801",,"560",
"104.804","220",,
"104.807",,"560",
"104.81","220",,
"104.813",,"561",
"104.816","220",,
"104.819",,"562",
"104.822","220",,
"104.825",,"562",
"104.828","220",,
"104.833",,"562",
"104.835","220",,
"104.839",,"563",
"104.841","221",,
"104.845",,"561",
"104.847","221",,
"104.851",,"558",
"104.853","221",,
"104.857",,"557",
"104.859","221",,
"104.863",,"558",
"104.866","221",,
"104.869",,"558",
"104.872","221",,
"104.876",,"558",
"104.879","221",,
"104.882",,"559",
"104.885","221",,
"104.888",,"559",
"104.891","221",,
"104.894",,"560",
"104.897","221",,
"104.9",,"560",
"104.903","222",,
"104.906",,"561",
"104.909","222",,
"104.912",,"562",
"104.915","222",,
"104.919",,"562",
"104.922","222",,
"104.925",,"562",
"104.928","222",,
"104.932",,"563",
"104.934","222",,
"104.938",,"563",
"104.94","222",,
"104.944",,"563",
"104.946","222",,
"104.95",,"562",
"104.952","222",,
"104.956",,"559",
"104.958","222",,
"104.963",,"558",
"104.965","223",,
"104.969",,"559",
"104.972","223",,
"104.975",,"559",
"104.978","223",,
"104.981",,"560",
"104.984","223",,
"104.987",,"560",
"104.99","223",,
"104.993",,"561",
"104.996","223",,
"104.999",,"561",
"105.003","223",,
"105.006",,"561",
"105.009","223",,
"105.012",,"562",
"105.015","223",,
"105.018",,"562",
"105.021","223",,
"105.024",,"563",
"105.027","224",,
"105.03",,"563",
"105.033","224",,
"105.037",,"564",
"105.039","224",,
"105.043",,"564",
"105.046","224",,
"105.05",,"565",
"105.052","224",,
"105.056",,"563",
"105.058","224",,
"105.062",,"560",
"105.064","224",,
"105.068",,"559",
"105.07","224",,
"105.074",,"560",
"105.077","224",,
"105.08",,"560",
"105.083","224",,
"105.086",,"561",
"105.09","225",,
"105.093",,"561",
"105.096","225",,
"105.099",,"562",
"105.102","225",,
"105.105",,"562",
"105.108","225",,
"105.111",,"562",
"105.114","225",,
"105.117",,"563",
"105.12","225",,
"105.123",,"563",
"105.126","225",,
"105.129",,"564",
"105.133","225",,
"105.136",,"564",
"105.139","225",,
"105.143",,"565",
"105.145","225",,
"105.149",,"565",
"105.151","226",,
"105.155",,"565",
"105.157","226",,
"105.161",,"564",
"105.163","226",,
"105.167",,"560",
"105.169","226",,
"105.174",,"560",
"105.176","226",,
"105.18",,"561",
"105.183","226",,
"105.186",,"561",
"105.189","226",,
"105.192",,"562",
"105.195","226",,
"105.198",,"562",
"105.201","226",,
"105.204",,"562",
"105.207","226",,
"105.21",,"563",
"105.213","227",,
"105.217",,"563",
"105.22","227",,
"105.223",,"564",
"105.226","227",,
"105.229",,"565",
"105.232","227",,
"105.235",,"565",
"105.238","227",,
"105.241",,"565",
"105.244","227",,
"105.248",,"566",
"105.25","227",,
"105.254",,"566",
"105.256","227",,
"105.261",,"566",
"105.263","227",,
"105.267",,"563",
"105.269","227",,
"105.273",,"561",
"105.275","228",,
"105.279",,"561",
"105.282","228",,
"105.285",,"562",
"105.288","228",,
"105.291",,"563",
"105.294","228",,
"105.297",,"563",
"105.3","228",,
"105.304",,"563",
"105.307","228",,
"105.31",,"564",
"105.313","228",,
"105.316",,"564",
"105.319","228",,
"105.322",,"565",
"105.325","228",,
"105.328",,"565",
"105.331","228",,
"105.334",,"565",
"105.337","229",,
"105.34",,"565",
"105.344","229",,
"105.348",,"567",
"105.35","229",,
"105.354",,"567",
"105.356","229",,
"105.36",,"567",
"105.362","229",,
"105.366",,"567",
"105.368","229",,
"105.372",,"564",
"105.374","229",,
"105.378",,"562",
"105.38","229",,
"105.384",,"563",
"105.388","229",,
"105.391",,"564",
"105.394","229",,
"105.397",,"564",
"105.4","230",,
"105.403",,"564",
"105.406","230",,
"105.409",,"565",
"105.412","230",,
"105.415",,"565",
"105.418","230",,
"105.421",,"565",
"105.424","230",,
"105.427",,"565",
"105.431","230",,
"105.434",,"566",
"105.437","230",,
"105.44",,"566",
"105.443","230",,
"105.446",,"567",
"105.449","230",,
"105.453",,"567",
"105.455","230",,
"105.459",,"568",
"105.461","231",,
"105.465",,"568",
"105.467","231",,
"105.472",,"568",
"105.474","231",,
"105.478",,"565",
"105.48","231",,
"105.484",,"563",
"105.486","231",,
"105.49",,"564",
"105.493","231",,
"105.496",,"564",
"105.499","231",,
"105.502",,"565",
"105.505","231",,
"105.508",,"565",
"105.511","231",,
"105.515",,"565",
"105.518","231",,
"105.521",,"566",
"105.524","232",,
"105.527",,"566",
"105.53","232",,
"105.533",,"567",
"105.536","232",,
"105.539",,"567",
"105.542","232",,
"105.545",,"567",
"105.548","232",,
"105.551",,"568",
"105.554","232",,
"105.559",,"568",
"105.561","232",,
"105.565",,"568",
"105.567","232",,
"105.571",,"568",
"105.573","232",,
"105.577",,"568",
"105.579","232",,
"105.583",,"565",
"105.585","233",,
"105.589",,"565",
"105.591","233",,
"105.595",,"565",
"105.598","233",,
"105.602",,"566",
"105.605","233",,
"105.608",,"566",
"105.611","233",,
"105.614",,"567",
"105.617","233",,
"105.62",,"567",
"105.623","233",,
"105.626",,"567",
"105.629","233",,
"105.632",,"567",
"105.635","233",,
"105.638",,"568",
"105.641","233",,
"105.645",,"568",
"105.648","234",,
"105.651",,"568",
"105.654","234",,
"105.657",,"569",
"105.66","234",,
"105.664",,"569",
"105.666","234",,
"105.67",,"570",
"105.672","234",,
"105.676",,"570",
"105.678","234",,
"105.682",,"569",
"105.684","234",,
"105.689",,"565",
"105.691","234",,
"105.695",,"565",
"105.697","234",,
"105.701",,"566",
"105.704","234",,
"105.707",,"566",
"105.71","235",,
"105.713",,"567",
"105.716","235",,
"105.719",,"567",
"105.722","235",,
"105.725",,"568",
"105.729","235",,
"105.732",,"568",
"105.735","235",,
"105.738",,"568",
"105.741","235",,
"105.744",,"569",
"105.747","235",,
"105.75",,"569",
"105.753","235",,
"105.756",,"569",
"105.759","235",,
"105.762",,"569",
"105.765","235",,
"105.769",,"569",
"105.772","236",,
"105.776",,"570",
"105.778","236",,
"105.782",,"571",
"105.784","236",,
"105.788",,"570",
"105.79","236",,
"105.794",,"567",
"105.796","236",,
"105.8",,"567",
"105.803","236",,
"105.806",,"568",
"105.809","236",,
"105.812",,"568",
"105.816","236",,
"105.819",,"568",
"105.822","236",,
"105.825",,"568",
"105.828","236",,
"105.831",,"569",
"105.834","237",,
"105.837",,"569",
"105.84","237",,
"105.843",,"569",
"105.846","237",,
"105.849",,"570",
"105.852","237",,
"105.856",,"570",
"105.859","237",,
"105.862",,"570",
"105.865","237",,
"105.869",,"571",
"105.871","237",,
"105.875",,"571",
"105.877","237",,
"105.881",,"571",
"105.883","237",,
"105.887",,"571",
"105.889","237",,
"105.893",,"569",
"105.895","238",,
"105.9",,"568",
"105.902","238",,
"105.906",,"569",
"105.909","238",,
"105.912",,"569",
"105.915","238",,
"105.918",,"569",
"105.921","238",,
"105.924",,"569",
"105.927","238",,
"105.93",,"570",
"105.933","238",,
"105.936",,"570",
"105.939","238",,
"105.943",,"570",
"105.946","238",,
"105.949",,"571",
"105.952","238",,
"105.955",,"571",
"105.958","239",,
"105.961",,"571",
"105.964","239",,
"105.967",,"572",
"105.97","239",,
"105.974",,"572",
"105.976","239",,
"105.98",,"572",
"105.982","239",,
"105.987",,"572",
"105.989","239",,
"105.993",,"572",
"105.995","239",,
"105.999",,"570",
"106.001","239",,
"106.005",,"569",
"106.007","239",,
"106.011",,"569",
"106.014","239",,
"106.017",,"570",
"106.02","240",,
"106.023",,"570",
"106.027","240",,
"106.03",,"571",
"106.033","240",,
"106.036",,"571",
"106.039","240",,
"106.042",,"571",
"106.045","240",,
"106.048",,"571",
"106.051","240",,
"106.054",,"571",
"106.057","240",,
"106.06",,"571",
"106.063","240",,
"106.066",,"572",
"106.07","240",,
"106.073",,"572",
"106.076","240",,
"106.08",,"572",
"106.082","241",,
"106.086",,"573",
"106.088","241",,
"106.092",,"573",
"106.094","241",,
"106.098",,"573",
"106.1","241",,
"106.104",,"571",
"106.106","241",,
"106.11",,"571",
"106.113","241",,
"106.117",,"571",
"106.12","241",,
"106.123",,"571",
"106.126","241",,
"106.129",,"571",
"106.132","241",,
"106.135",,"571",
"106.138","241",,
"106.141",,"571",
"106.144","242",,
"106.147",,"572",
"106.15","242",,
"106.153",,"572",
"106.157","242",,
"106.16",,"572",
"106.163","242",,
"106.166",,"573",
"106.169","242",,
"106.172",,"573",
"106.175","242",,
"106.178",,"573",
"106.181","242",,
"106.185",,"573",
"106.187","242",,
"106.191",,"573",
"106.193","242",,
"106.198",,"573",
"106.2","242",,
"106.204",,"573",
"106.206","243",,
"106.21",,"571",
"106.212","243",,
"106.216",,"571",
"106.218","243",,
"106.222",,"572",
"106.225","243",,
"106.228",,"572",
"106.231","243",,
"106.234",,"573",
"106.237","243",,
"106.241",,"573",
"106.244","243",,
"106.247",,"573",
"106.25","243",,
"106.253",,"573",
"106.256","243",,
"106.259",,"573",
"106.262","243",,
"106.265",,"573",
"106.268","244",,
"106.271",,"573",
"106.274","244",,
"106.277",,"574",
"106.28","244",,
"106.284",,"574",
"106.287","244",,
"106.291",,"575",
"106.293","244",,
"106.297",,"574",
"106.299","244",,
"106.303",,"575",
"106.305","244",,
"106.309",,"574",
"106.311","244",,
"106.315",,"572",
"106.317","244",,
"106.321",,"573",
"106.324","244",,
"106.328",,"572",
"106.331","245",,
"106.334",,"573",
"106.337","245",,
"106.34",,"574",
"106.343","245",,
"106.346",,"574",
"106.349","245",,
"106.352",,"573",
"106.355","245",,
"106.358",,"574",
"106.361","245",,
"106.364",,"574",
"106.368","245",,
"106.371",,"574",
"106.374","245",,
"106.377",,"574",
"106.38","245",,
"106.383",,"574",
"106.386","245",,
"106.39",,"575",
"106.392","246",,
"106.396",,"575",
"106.398","246",,
"106.402",,"575",
"106.404","246",,
"106.408",,"576",
"106.411","246",,
"106.415",,"575",
"106.417","246",,
"106.421",,"576",
"106.423","246",,
"106.427",,"574",
"106.43","246",,
"106.433",,"574",
"106.436","246",,
"106.439",,"574",
"106.442","246",,
"106.445",,"574",
"106.448","246",,
"106.451",,"574",
"106.455","247",,
"106.458",,"575",
"106.461","247",,
"106.464",,"575",
"106.467","247",,
"106.47",,"575",
"106.473","247",,
"106.476",,"575",
"106.479","247",,
"106.482",,"575",
"106.485","247",,
"106.488",,"576",
"106.491","247",,
"106.496",,"576",
"106.498","247",,
"106.502",,"576",
"106.504","247",,
"106.508",,"576",
"106.51","247",,
"106.514",,"576",
"106.516","248",,
"106.52",,"576",
"106.522","248",,
"106.526",,"576",
"106.528","248",,
"106.532",,"575",
"106.535","248",,
"106.539",,"576",
"106.542","248",,
"106.545",,"576",
"106.548","248",,
"106.551",,"576",
"106.554","248",,
"106.557",,"575",
"106.56","248",,
"106.563",,"576",
"106.566","248",,
"106.569",,"576",
"106.572","248",,
"106.575",,"576",
"106.578","249",,
"106.582",,"576",
"106.585","249",,
"106.588",,"577",
"106.591","249",,
"106.594",,"577",
"106.597","249",,
"106.601",,"577",
"106.603","249",,
"106.607",,"577",
"106.609","249",,
"106.613",,"577",
"106.615","249",,
"106.619",,"578",
"106.621","249",,
"106.626",,"577",
"106.628","249",,
"106.632",,"577",
"106.634","249",,
"106.638",,"576",
"106.641","250",,
"106.644",,"576",
"106.647","250",,
"106.65",,"577",
"106.653","250",,
"106.656",,"577",
"106.659","250",,
"106.662",,"577",
"106.665","250",,
"106.669",,"577",
"106.672","250",,
"106.675",,"577",
"106.678","250",,
"106.681",,"577",
"106.684","250",,
"106.687",,"577",
"106.69","250",,
"106.693",,"577",
"106.696","250",,
"106.699",,"577",
"106.702","251",,
"106.706",,"577",
"106.708","251",,
"106.713",,"578",
"106.715","251",,
"106.719",,"578",
"106.721","251",,
"106.725",,"578",
"106.727","251",,
"106.731",,"578",
"106.733","251",,
"106.737",,"578",
"106.74","251",,
"106.743",,"577",
"106.746","251",,
"106.749",,"577",
"106.753","251",,
"106.756",,"577",
"106.759","251",,
"106.762",,"577",
"106.765","252",,
"106.768",,"578",
"106.771","252",,
"106.774",,"578",
"106.777","252",,
"106.78",,"578",
"106.783","252",,
"106.786",,"578",
"106.789","252",,
"106.792",,"578",
"106.796","252",,
"106.799",,"579",
"106.802","252",,
"106.806",,"579",
"106.808","252",,
"106.812",,"579",
"106.814","252",,
"106.818",,"579",
"106.82","252",,
"106.824",,"579",
"106.826","253",,
"106.83",,"579",
"106.832","253",,
"106.836",,"579",
"106.839","253",,
"106.843",,"578",
"106.846","253",,
"106.849",,"579",
"106.852","253",,
"106.855",,"579",
"106.858","253",,
"106.861",,"578",
"106.864","253",,
"106.867",,"579",
"106.87","253",,
"106.873",,"579",
"106.876","253",,
"106.88",,"579",
"106.883","253",,
"106.886",,"579",
"106.889","254",,
"106.892",,"579",
"106.895","254",,
"106.898",,"579",
"106.901","254",,
"106.904",,"580",
"106.907","254",,
"106.911",,"579",
"106.913","254",,
"106.917",,"579",
"106.919","254",,
"106.924",,"579",
"106.926","254",,
"106.93",,"580",
"106.932","254",,
"106.936",,"580",
"106.938","254",,
"106.942",,"579",
"106.944","254",,
"106.948",,"579",
"106.951","255",,
"106.954",,"579",
"106.957","254",,
"106.96",,"579",
"106.963","254",,
"106.967",,"580",
"106.97","254",,
"106.973",,"580",
"106.976","254",,
"106.979",,"579",
"106.982","254",,
"106.985",,"580",
"106.988","254",,
"106.991",,"580",
"106.994","254",,
"106.997",,"579",
"107","254",,
"107.003",,"579",
"107.006","254",,
"107.01",,"579",
"107.013","254",,
"107.017",,"579",
"107.019","253",,
"107.023",,"579",
"107.025","253",,
"107.029",,"579",
"107.031","253",,
"107.035",,"580",
"107.037","253",,
"107.041",,"579",
"107.043","253",,
"107.047",,"579",
"107.049","253",,
"107.054",,"579",
"107.057","253",,
"107.06",,"579",
"107.063","253",,
"107.066",,"579",
"107.069","253",,
"107.072",,"579",
"107.075","253",,
"107.078",,"579",
"107.081","252",,
"107.084",,"579",
"107.087","252",,
"107.09",,"578",
"107.094","252",,
"107.097",,"579",
"107.1","252",,
"107.103",,"579",
"107.106","252",,
"107.109",,"578",
"107.112","252",,
"107.115",,"579",
"107.118","252",,
"107.122",,"579",
"107.124","252",,
"107.128",,"579",
"107.13","252",,
"107.134",,"579",
"107.137","252",,
"107.141",,"579",
"107.143","251",,
"107.147",,"579",
"107.149","251",,
"107.153",,"578",
"107.155","251",,
"107.159",,"577",
"107.162","251",,
"107.165",,"578",
"107.168","251",,
"107.171",,"578",
"107.174","251",,
"107.177",,"578",
"107.181","251",,
"107.184",,"578",
"107.187","251",,
"107.19",,"577",
"107.193","251",,
"107.196",,"578",
"107.199","251",,
"107.202",,"578",
"107.205","250",,
"107.208",,"577",
"107.211","250",,
"107.214",,"577",
"107.217","250",,
"107.22",,"578",
"107.224","250",,
"107.228",,"577",
"107.23","250",,
"107.234",,"578",
"107.236","250",,
"107.24",,"578",
"107.242","250",,
"107.246",,"578",
"107.248","250",,
"107.252",,"578",
"107.254","250",,
"107.258",,"576",
"107.261","250",,
"107.265",,"577",
"107.268","249",,
"107.271",,"577",
"107.274","249",,
"107.277",,"576",
"107.28","249",,
"107.283",,"576",
"107.286","249",,
"107.289",,"576",
"107.292","249",,
"107.295",,"576",
"107.298","249",,
"107.301",,"577",
"107.304","249",,
"107.308",,"577",
"107.311","249",,
"107.314",,"577",
"107.317","249",,
"107.32",,"577",
"107.323","249",,
"107.327",,"577",
"107.329","248",,
"107.333",,"577",
"107.335","248",,
"107.339",,"577",
"107.341","248",,
"107.345",,"577",
"107.347","248",,
"107.352",,"577",
"107.354","248",,
"107.358",,"577",
"107.36","248",,
"107.364",,"576",
"107.367","248",,
"107.37",,"575",
"107.373","248",,
"107.376",,"576",
"107.379","248",,
"107.382",,"576",
"107.385","248",,
"107.388",,"576",
"107.392","247",,
"107.395",,"576",
"107.398","247",,
"107.401",,"575",
"107.404","247",,
"107.407",,"576",
"107.41","247",,
"107.413",,"576",
"107.416","247",,
"107.419",,"576",
"107.422","247",,
"107.425",,"576",
"107.428","247",,
"107.432",,"577",
"107.435","247",,
"107.439",,"576",
"107.441","247",,
"107.445",,"576",
"107.447","247",,
"107.451",,"576",
"107.453","246",,
"107.457",,"576",
"107.459","246",,
"107.463",,"576",
"107.465","246",,
"107.469",,"574",
"107.472","246",,
"107.475",,"574",
"107.479","246",,
"107.482",,"575",
"107.485","246",,
"107.488",,"575",
"107.491","246",,
"107.494",,"574",
"107.497","246",,
"107.5",,"575",
"107.503","246",,
"107.506",,"574",
"107.509","246",,
"107.512",,"575",
"107.515","245",,
"107.518",,"575",
"107.522","245",,
"107.525",,"575",
"107.528","245",,
"107.531",,"575",
"107.534","245",,
"107.538",,"575",
"107.54","245",,
"107.544",,"575",
"107.546","245",,
"107.55",,"575",
"107.552","245",,
"107.556",,"575",
"107.558","245",,
"107.563",,"576",
"107.565","245",,
"107.569",,"575",
"107.571","245",,
"107.575",,"574",
"107.578","244",,
"107.581",,"574",
"107.584","244",,
"107.587",,"573",
"107.59","244",,
"107.593",,"573",
"107.596","244",,
"107.599",,"573",
"107.602","244",,
"107.606",,"574",
"107.609","244",,
"107.612",,"574",
