timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"25.081","550","24.83","548.08",
"25.089","548","23.52","548",
"25.096","548","23.52","548.04",
"25.103","555","28.1","548.36",
"25.109","545","21.56","547.96",
"25.116","556","28.75","548.4",
"25.123","543","20.26","547.88",
"25.131","554","27.44","548.32",
"25.138","541","18.95","547.8",
"25.145","552","26.14","548.24",
"25.152","538","16.99","547.68",
"25.159","551","25.48","548.2",
"25.166","544","20.91","547.92",
"25.172","549","24.18","548.12",
"25.18","551","25.48","548.24",
"25.187","547","22.87","548.08",
"25.194","556","28.75","548.48",
"25.201","544","20.91","547.96",
"25.208","555","28.1","548.4",
"25.216","542","19.6","547.88",
"25.223","553","26.79","548.32",
"25.23","539","17.64","547.72",
"25.236","551","25.48","548.16",
"25.243","540","18.3","547.68",
"25.25","550","24.83","548.08",
"25.257","547","22.87","547.96",
"25.265","548","23.52","547.96",
"25.272","555","28.1","548.24",
"25.279","545","21.56","547.84",
"25.286","556","28.75","548.28",
"25.293","543","20.26","547.76",
"25.299","554","27.44","548.2",
"25.307","541","18.95","547.68",
"25.314","553","26.79","548.16",
"25.321","538","16.99","547.6",
"25.328","550","24.83","548.08",
"25.335","544","20.91","547.8",
"25.342","548","23.52","547.96",
"25.35","551","25.48","548.04",
"25.357","546","22.22","547.84",
"25.363","556","28.75","548.2",
"25.37","545","21.56","547.76",
"25.377","555","28.1","548.2",
"25.384","542","19.6","547.68",
"25.392","553","26.79","548.12",
"25.399","539","17.64","547.56",
"25.406","551","25.48","548.04",
"25.413","540","18.3","547.6",
"25.42","549","24.18","547.96",
"25.426","547","22.87","547.84",
"25.434","548","23.52","547.88",
"25.441","555","28.1","548.16",
"25.448","546","22.22","547.8",
"25.455","556","28.75","548.24",
"25.462","543","20.26","547.72",
"25.469","554","27.44","548.16",
"25.477","540","18.3","547.6",
"25.484","553","26.79","548.08",
"25.49","538","16.99","547.48",
"25.497","551","25.48","548",
"25.504","544","20.91","547.76",
"25.511","549","24.18","547.96",
"25.519","551","25.48","548.08",
"25.526","546","22.22","547.88",
"25.533","557","29.4","548.32",
"25.54","544","20.91","547.84",
"25.547","555","28.1","548.24",
"25.553","542","19.6","547.72",
"25.561","553","26.79","548.16",
"25.568","539","17.64","547.6",
"25.575","551","25.48","548.08",
"25.582","540","18.3","547.64",
"25.589","549","24.18","548",
"25.596","548","23.52","547.96",
"25.604","547","22.87","547.96",
"25.611","555","28.1","548.24",
"25.617","545","21.56","547.84",
"25.624","556","28.75","548.24",
"25.631","543","20.26","547.72",
"25.638","554","27.44","548.16",
"25.646","541","18.95","547.64",
"25.653","552","26.14","548.12",
"25.66","538","16.99","547.52",
"25.667","551","25.48","548.04",
"25.674","544","20.91","547.76",
"25.68","549","24.18","547.96",
"25.688","551","25.48","548.04",
"25.695","547","22.87","547.88",
"25.702","557","29.4","548.32",
"25.709","544","20.91","547.8",
"25.716","555","28.1","548.24",
"25.723","542","19.6","547.72",
"25.731","554","27.44","548.2",
"25.738","540","18.3","547.68",
"25.744","552","26.14","548.2",
"25.751","540","18.3","547.76",
"25.758","550","24.83","548.16",
"25.765","547","22.87","548.08",
"25.773","548","23.52","548.08",
"25.78","555","28.1","548.4",
"25.787","545","21.56","548",
"25.794","556","28.75","548.44",
"25.801","543","20.26","547.92",
"25.807","554","27.44","548.36",
"25.815","541","18.95","547.84",
"25.822","552","26.14","548.28",
"25.829","538","16.99","547.72",
"25.836","551","25.48","548.24",
"25.843","544","20.91","547.96",
"25.85","549","24.18","548.16",
"25.858","551","25.48","548.24",
"25.865","546","22.22","548.04",
"25.871","556","28.75","548.4",
"25.878","544","20.91","547.88",
"25.885","555","28.1","548.32",
"25.892","542","19.6","547.8",
"25.9","553","26.79","548.24",
"25.907","539","17.64","547.64",
"25.914","551","25.48","548.08",
"25.921","540","18.3","547.6",
"25.928","549","24.18","547.96",
"25.934","547","22.87","547.84",
"25.942","548","23.52","547.88",
"25.949","555","28.1","548.16",
"25.956","545","21.56","547.76",
"25.963","556","28.75","548.2",
"25.97","543","20.26","547.68",
"25.977","554","27.44","548.12",
"25.985","540","18.3","547.56",
"25.992","552","26.14","548",
"25.998","538","16.99","547.44",
"26.005","551","25.48","547.96",
"26.012","544","20.91","547.68",
"26.019","548","23.52","547.84",
"26.027","551","25.48","547.92",
"26.034","546","22.22","547.72",
"26.041","556","28.75","548.12",
"26.048","544","20.91","547.64",
"26.055","555","28.1","548.08",
"26.061","542","19.6","547.56",
"26.068","553","26.79","548",
"26.076","539","17.64","547.44",
"26.083","551","25.48","547.92",
"26.09","540","18.3","547.48",
"26.097","550","24.83","547.88",
"26.104","547","22.87","547.8",
"26.112","547","22.87","547.8",
"26.119","555","28.1","548.08",
"26.126","545","21.56","547.68",
"26.132","556","28.75","548.12",
"26.139","543","20.26","547.6",
"26.146","554","27.44","548.04",
"26.153","541","18.95","547.52",
"26.161","552","26.14","548",
"26.168","538","16.99","547.44",
"26.175","551","25.48","547.96",
"26.182","544","20.91","547.68",
"26.189","549","24.18","547.88",
"26.195","551","25.48","548",
"26.203","546","22.22","547.8",
"26.21","556","28.75","548.2",
"26.217","544","20.91","547.72",
"26.224","555","28.1","548.16",
"26.231","542","19.6","547.64",
"26.238","553","26.79","548.08",
"26.246","539","17.64","547.52",
"26.253","552","26.14","548.04",
"26.259","540","18.3","547.6",
"26.266","549","24.18","547.96",
"26.273","548","23.52","547.88",
"26.28","548","23.52","547.92",
"26.288","555","28.1","548.24",
"26.295","545","21.56","547.84",
"26.302","556","28.75","548.28",
"26.309","543","20.26","547.76",
"26.316","554","27.44","548.2",
"26.322","540","18.3","547.64",
"26.33","553","26.79","548.12",
"26.337","538","16.99","547.56",
"26.344","551","25.48","548.08",
"26.351","544","20.91","547.8",
"26.358","549","24.18","548",
"26.365","552","26.14","548.12",
"26.373","547","22.87","547.96",
"26.38","557","29.4","548.4",
"26.386","544","20.91","547.92",
"26.393","555","28.1","548.36",
"26.4","542","19.6","547.84",
"26.407","553","26.79","548.28",
"26.415","539","17.64","547.72",
"26.422","552","26.14","548.24",
"26.429","540","18.3","547.76",
"26.436","550","24.83","548.16",
"26.443","547","22.87","548.08",
"26.449","548","23.52","548.08",
"26.457","555","28.1","548.36",
"26.464","545","21.56","547.96",
"26.471","556","28.75","548.4",
"26.478","544","20.91","547.92",
"26.485","554","27.44","548.36",
"26.492","540","18.3","547.8",
"26.5","552","26.14","548.28",
"26.507","538","16.99","547.68",
"26.513","551","25.48","548.2",
"26.52","544","20.91","547.92",
"26.527","548","23.52","548.08",
"26.534","551","25.48","548.16",
"26.542","546","22.22","547.92",
"26.549","556","28.75","548.28",
"26.556","545","21.56","547.8",
"26.563","555","28.1","548.24",
"26.57","542","19.6","547.72",
"26.576","553","26.79","548.16",
"26.584","540","18.3","547.64",
"26.591","551","25.48","548.12",
"26.598","540","18.3","547.64",
"26.605","550","24.83","548.04",
"26.612","548","23.52","547.96",
"26.619","548","23.52","548",
"26.627","556","28.75","548.32",
"26.634","545","21.56","547.92",
"26.64","556","28.75","548.36",
"26.647","543","20.26","547.84",
"26.654","554","27.44","548.24",
"26.661","541","18.95","547.72",
"26.669","552","26.14","548.2",
"26.676","538","16.99","547.64",
"26.683","551","25.48","548.16",
"26.69","544","20.91","547.88",
"26.697","549","24.18","548.08",
"26.703","552","26.14","548.24",
"26.711","547","22.87","548.08",
"26.718","556","28.75","548.48",
"26.725","544","20.91","548",
"26.732","555","28.1","548.4",
"26.739","542","19.6","547.88",
"26.746","553","26.79","548.32",
"26.754","540","18.3","547.8",
"26.761","551","25.48","548.24",
"26.767","540","18.3","547.8",
"26.774","549","24.18","548.16",
"26.781","547","22.87","548.04",
"26.788","548","23.52","548.04",
"26.796","555","28.1","548.32",
"26.803","546","22.22","547.92",
"26.81","556","28.75","548.36",
"26.817","543","20.26","547.84",
"26.824","554","27.44","548.28",
"26.83","541","18.95","547.76",
"26.838","552","26.14","548.2",
"26.845","538","16.99","547.64",
"26.852","550","24.83","548.12",
"26.859","543","20.26","547.8",
"26.866","548","23.52","547.96",
"26.873","551","25.48","548.04",
"26.881","546","22.22","547.8",
"26.888","556","28.75","548.16",
"26.894","544","20.91","547.68",
"26.901","555","28.1","548.12",
"26.908","542","19.6","547.6",
"26.915","553","26.79","548.04",
"26.923","539","17.64","547.48",
"26.93","552","26.14","547.96",
"26.937","540","18.3","547.52",
"26.944","549","24.18","547.88",
"26.951","547","22.87","547.8",
"26.957","548","23.52","547.84",
"26.964","555","28.1","548.12",
"26.972","546","22.22","547.76",
"26.979","555","28.1","548.12",
"26.986","543","20.26","547.6",
"26.993","554","27.44","548.04",
"27","540","18.3","547.48",
"27.008","552","26.14","547.92",
"27.015","538","16.99","547.36",
"27.021","550","24.83","547.84",
"27.028","544","20.91","547.6",
"27.035","549","24.18","547.84",
"27.042","551","25.48","547.96",
"27.049","547","22.87","547.8",
"27.057","556","28.75","548.2",
"27.064","544","20.91","547.72",
"27.071","555","28.1","548.16",
"27.078","542","19.6","547.64",
"27.084","553","26.79","548.08",
"27.091","539","17.64","547.52",
"27.099","551","25.48","548",
"27.106","540","18.3","547.52",
"27.113","549","24.18","547.88",
"27.12","547","22.87","547.8",
"27.127","548","23.52","547.84",
"27.134","555","28.1","548.12",
"27.142","546","22.22","547.76",
"27.149","556","28.75","548.16",
"27.155","543","20.26","547.68",
"27.162","554","27.44","548.12",
"27.169","541","18.95","547.6",
"27.176","552","26.14","548.08",
"27.184","538","16.99","547.52",
"27.191","551","25.48","548.04",
"27.198","544","20.91","547.8",
"27.205","549","24.18","548",
"27.212","552","26.14","548.12",
"27.218","547","22.87","547.96",
"27.226","557","29.4","548.36",
"27.233","544","20.91","547.88",
"27.24","555","28.1","548.32",
"27.247","542","19.6","547.8",
"27.254","553","26.79","548.24",
"27.261","539","17.64","547.68",
"27.269","551","25.48","548.16",
"27.276","540","18.3","547.72",
"27.282","549","24.18","548.08",
"27.289","548","23.52","548.04",
"27.296","548","23.52","548.08",
"27.303","556","28.75","548.4",
"27.311","545","21.56","548",
"27.318","556","28.75","548.4",
"27.325","543","20.26","547.88",
"27.332","554","27.44","548.32",
"27.339","541","18.95","547.8",
"27.345","552","26.14","548.24",
"27.353","538","16.99","547.68",
"27.36","551","25.48","548.2",
"27.367","544","20.91","547.92",
"27.374","548","23.52","548.08",
"27.381","551","25.48","548.16",
"27.388","547","22.87","547.96",
"27.396","556","28.75","548.32",
"27.403","544","20.91","547.8",
"27.409","555","28.1","548.24",
"27.416","542","19.6","547.72",
"27.423","553","26.79","548.16",
"27.43","539","17.64","547.6",
"27.438","551","25.48","548.08",
"27.445","541","18.95","547.68",
"27.452","550","24.83","548.08",
"27.459","548","23.52","548.04",
"27.466","547","22.87","548",
"27.472","555","28.1","548.28",
"27.48","546","22.22","547.88",
"27.487","556","28.75","548.32",
"27.494","543","20.26","547.8",
"27.501","554","27.44","548.24",
"27.508","541","18.95","547.72",
"27.515","552","26.14","548.16",
"27.523","538","16.99","547.6",
"27.53","551","25.48","548.12",
"27.536","544","20.91","547.84",
"27.543","549","24.18","548.04",
"27.55","551","25.48","548.16",
"27.557","547","22.87","548",
"27.565","556","28.75","548.36",
"27.572","544","20.91","547.88",
"27.579","555","28.1","548.32",
"27.586","542","19.6","547.8",
"27.593","554","27.44","548.28",
"27.599","539","17.64","547.72",
"27.607","552","26.14","548.24",
"27.614","540","18.3","547.8",
"27.621","550","24.83","548.16",
"27.628","547","22.87","548.04",
"27.635","547","22.87","548",
"27.642","556","28.75","548.36",
"27.65","545","21.56","547.96",
"27.657","556","28.75","548.36",
"27.663","543","20.26","547.84",
"27.67","554","27.44","548.28",
"27.677","541","18.95","547.76",
"27.684","552","26.14","548.2",
"27.692","538","16.99","547.64",
"27.699","551","25.48","548.16",
"27.706","544","20.91","547.88",
"27.713","548","23.52","548.04",
"27.72","551","25.48","548.12",
"27.726","546","22.22","547.92",
"27.734","556","28.75","548.28",
"27.741","544","20.91","547.8",
"27.748","555","28.1","548.24",
"27.755","542","19.6","547.72",
"27.762","554","27.44","548.2",
"27.769","539","17.64","547.6",
"27.777","551","25.48","548.08",
"27.784","541","18.95","547.64",
"27.79","550","24.83","548.04",
"27.797","548","23.52","547.96",
"27.804","548","23.52","548",
"27.811","556","28.75","548.36",
"27.819","545","21.56","547.92",
"27.826","556","28.75","548.36",
"27.833","543","20.26","547.84",
"27.84","554","27.44","548.28",
"27.847","541","18.95","547.76",
"27.853","552","26.14","548.2",
"27.86","538","16.99","547.64",
"27.868","550","24.83","548.12",
"27.875","543","20.26","547.8",
"27.882","548","23.52","547.96",
"27.889","551","25.48","548.08",
"27.896","546","22.22","547.88",
"27.904","556","28.75","548.28",
"27.911","544","20.91","547.8",
"27.917","555","28.1","548.24",
"27.924","542","19.6","547.72",
"27.931","553","26.79","548.16",
"27.938","540","18.3","547.6",
"27.945","551","25.48","548.08",
"27.953","540","18.3","547.64",
"27.96","549","24.18","547.96",
"27.967","548","23.52","547.88",
"27.974","548","23.52","547.88",
"27.98","556","28.75","548.2",
"27.987","546","22.22","547.8",
"27.995","556","28.75","548.24",
"28.002","543","20.26","547.72",
"28.009","554","27.44","548.16",
"28.016","541","18.95","547.64",
"28.023","552","26.14","548.08",
"28.03","538","16.99","547.52",
"28.038","550","24.83","548",
"28.044","544","20.91","547.76",
"28.051","549","24.18","548",
"28.058","551","25.48","548.12",
"28.065","546","22.22","547.92",
"28.072","556","28.75","548.32",
"28.08","544","20.91","547.84",
"28.087","555","28.1","548.28",
"28.094","542","19.6","547.76",
"28.101","553","26.79","548.2",
"28.107","539","17.64","547.64",
"28.114","552","26.14","548.12",
"28.122","540","18.3","547.68",
"28.129","550","24.83","548.08",
"28.136","548","23.52","548.04",
"28.143","547","22.87","548",
"28.15","556","28.75","548.32",
"28.157","545","21.56","547.88",
"28.165","556","28.75","548.28",
"28.172","543","20.26","547.76",
"28.178","554","27.44","548.2",
"28.185","541","18.95","547.68",
"28.192","552","26.14","548.12",
"28.199","537","16.33","547.52",
"28.207","550","24.83","548",
"28.214","544","20.91","547.76",
"28.221","549","24.18","547.96",
"28.228","551","25.48","548.04",
"28.235","546","22.22","547.84",
"28.241","556","28.75","548.24",
"28.249","544","20.91","547.76",
"28.256","555","28.1","548.2",
"28.263","542","19.6","547.68",
"28.27","554","27.44","548.16",
"28.277","539","17.64","547.6",
"28.284","551","25.48","548.08",
"28.292","540","18.3","547.6",
"28.299","549","24.18","547.96",
"28.305","547","22.87","547.84",
"28.312","547","22.87","547.8",
"28.319","556","28.75","548.16",
"28.326","545","21.56","547.72",
"28.334","556","28.75","548.16",
"28.341","543","20.26","547.64",
"28.348","554","27.44","548.08",
"28.355","541","18.95","547.56",
"28.362","552","26.14","548",
"28.368","538","16.99","547.44",
"28.376","550","24.83","547.96",
"28.383","544","20.91","547.72",
"28.39","549","24.18","547.92",
"28.397","551","25.48","548",
"28.404","546","22.22","547.8",
"28.411","556","28.75","548.2",
"28.419","544","20.91","547.72",
"28.426","555","28.1","548.16",
"28.432","542","19.6","547.64",
"28.439","553","26.79","548.08",
"28.446","539","17.64","547.48",
"28.453","551","25.48","547.96",
"28.461","540","18.3","547.52",
"28.468","549","24.18","547.88",
"28.475","548","23.52","547.84",
"28.482","547","22.87","547.84",
"28.489","555","28.1","548.16",
"28.495","546","22.22","547.76",
"28.503","556","28.75","548.2",
"28.51","543","20.26","547.68",
"28.517","554","27.44","548.12",
"28.524","541","18.95","547.6",
"28.531","552","26.14","548.04",
"28.538","538","16.99","547.48",
"28.546","551","25.48","548",
"28.553","544","20.91","547.76",
"28.559","548","23.52","547.92",
"28.566","551","25.48","548",
"28.573","546","22.22","547.8",
"28.58","556","28.75","548.2",
"28.588","544","20.91","547.72",
"28.595","555","28.1","548.16",
"28.602","542","19.6","547.64",
"28.609","553","26.79","548.08",
"28.616","539","17.64","547.52",
"28.622","551","25.48","548",
"28.63","541","18.95","547.6",
"28.637","549","24.18","547.96",
"28.644","547","22.87","547.88",
"28.651","547","22.87","547.84",
"28.658","555","28.1","548.16",
"28.665","545","21.56","547.76",
"28.673","555","28.1","548.12",
"28.68","543","20.26","547.6",
